ID,Sales_Price,Zoning,Lot_Area,Alley,Lot_Config,Overall_Qual,Foundation,Bsmt_SF,Central_Air,First_Flr_SF,Second_Flr_SF,Full_Bath,Half_Bath,Bedrooms,Kitchen,TotalRooms,Fireplaces,Garage_Cars
742,133000,Medium_Density,6120,NoAccess,Inside,Poor,others,884,Y,989,584,1,0,3,1,6,0,1
743,60000,Medium_Density,6120,NoAccess,Inside,Poor,others,264,N,800,0,1,0,1,1,4,1,0
744,105000,Medium_Density,6120,NoAccess,Corner,Average,others,715,Y,875,0,1,0,2,1,5,0,1
745,115000,Medium_Density,6120,NoAccess,Inside,Average,others,960,Y,995,0,1,0,2,1,5,0,1
746,150000,Medium_Density,6120,NoAccess,Inside,Average,others,952,Y,994,588,2,0,3,1,6,1,1
747,126500,Medium_Density,8635,NoAccess,Inside,Average,others,1072,Y,1072,0,1,0,2,1,5,0,5
748,214500,Low_Density,11888,Paved,Inside,Good,others,844,N,1445,689,2,0,5,1,10,0,2
749,167500,Low_Density,11414,NoAccess,Corner,Good,others,728,N,1136,883,1,0,3,1,8,0,2
750,155000,Medium_Density,8094,Gravel,Inside,Good,others,1048,Y,1048,720,2,0,3,1,8,0,2
751,155000,Medium_Density,2500,Paved,Corner,Good,others,910,Y,916,910,1,1,4,1,7,1,1
752,179900,Medium_Density,9928,Gravel,Inside,Good,others,672,Y,1272,672,2,0,3,1,8,0,1
753,104000,Medium_Density,5520,NoAccess,Corner,Good,others,755,Y,929,929,1,0,5,1,8,0,0
754,62500,Medium_Density,3000,Gravel,Inside,Average,others,1040,N,1088,1040,2,0,4,2,11,0,0
755,149000,Medium_Density,6876,NoAccess,Inside,Good,others,720,Y,1146,784,2,0,4,1,8,0,1
756,103000,Medium_Density,6240,Gravel,Inside,Poor,others,780,Y,848,0,1,0,2,1,5,0,2
757,123000,Medium_Density,5775,NoAccess,Corner,Good,others,483,Y,741,686,1,0,3,1,7,0,1
758,97500,Medium_Density,5852,NoAccess,Corner,Good,others,1020,N,978,886,2,1,6,1,9,0,0
759,135000,Medium_Density,5160,NoAccess,Corner,Good,others,1204,Y,1204,462,1,0,3,1,4,0,1
760,70000,Medium_Density,5160,Gravel,Inside,Poor,others,858,Y,892,0,1,0,1,1,5,0,0
761,116000,Medium_Density,10320,Gravel,Inside,Good,others,698,Y,754,649,1,1,3,1,7,0,1
762,88750,Low_Density,4280,NoAccess,Inside,Poor,others,560,Y,704,0,1,0,2,1,4,0,1
763,179000,Low_Density,10800,NoAccess,Inside,Average,others,1200,Y,1200,0,3,0,3,1,5,0,0
764,179000,Low_Density,10800,NoAccess,Inside,Average,others,1200,Y,1200,0,3,0,3,1,5,0,0
765,159900,Low_Density,10547,NoAccess,Inside,Average,others,1152,Y,1152,0,2,0,2,2,6,0,1
766,61000,Low_Density,10020,NoAccess,Inside,Poor,others,683,N,904,0,0,1,1,1,4,0,0
767,103600,High_Density,6629,NoAccess,Inside,Good,others,672,N,697,672,2,0,3,1,6,0,1
768,63000,Low_Density,9780,NoAccess,Inside,Average,others,585,N,687,425,2,0,4,1,6,0,1
769,175000,Low_Density,12886,NoAccess,Inside,Average,others,520,Y,1464,0,2,0,3,1,6,1,2
770,139000,Low_Density,8816,NoAccess,Corner,Average,others,1121,Y,1121,0,1,0,3,1,5,0,2
771,172500,Low_Density,11184,NoAccess,Inside,Good,others,918,Y,918,765,2,1,3,1,7,1,2
772,113500,Low_Density,11625,NoAccess,Inside,Average,others,1052,Y,1052,0,1,1,3,1,6,1,1
773,130000,Low_Density,7800,NoAccess,Inside,Average,others,864,Y,899,0,1,0,3,1,5,0,1
774,149900,Low_Density,8014,NoAccess,CulDSac,Good,others,456,Y,1034,0,1,0,3,1,5,1,2
775,134900,Low_Density,7252,NoAccess,CulDSac,Average,others,858,Y,858,0,1,0,2,1,5,0,2
776,137000,Low_Density,8740,NoAccess,Inside,Average,others,840,Y,860,0,1,0,2,1,4,0,2
777,139000,Low_Density,11616,NoAccess,Inside,Average,others,1092,Y,1092,0,1,0,3,1,6,1,1
778,165000,Low_Density,15400,NoAccess,Inside,Average,others,552,Y,904,611,2,0,4,1,8,1,1
779,148000,Low_Density,15312,NoAccess,Inside,Good,others,1138,Y,1138,0,1,0,3,1,6,1,2
780,165000,Low_Density,15584,NoAccess,Inside,Average,others,825,Y,2071,0,1,1,4,1,9,1,1
781,63900,Low_Density,9000,NoAccess,Corner,Poor,Slab,0,N,660,0,1,0,2,1,5,0,0
782,161500,Low_Density,11250,NoAccess,Inside,Poor,others,1104,Y,1104,684,1,0,5,1,8,2,1
783,143000,Low_Density,25095,NoAccess,Inside,Average,others,1437,Y,1473,0,1,0,1,1,5,2,1
784,135000,Low_Density,17140,NoAccess,Inside,Poor,others,1134,Y,1229,0,1,0,3,1,6,0,1
785,82500,Low_Density,12342,NoAccess,Inside,Poor,others,861,Y,861,0,1,0,1,1,4,0,2
786,190000,Low_Density,10708,NoAccess,Inside,Average,others,1617,Y,1867,0,1,0,2,1,7,3,1
787,139600,Low_Density,13680,NoAccess,CulDSac,Average,Slab,0,Y,1733,0,2,0,4,1,8,1,2
788,122000,Low_Density,15635,NoAccess,CulDSac,Poor,others,0,Y,1383,0,1,0,2,1,6,0,2
789,127500,Low_Density,9855,NoAccess,Corner,Good,others,1436,Y,1689,0,1,0,3,1,7,1,2
790,121500,Low_Density,9571,NoAccess,Inside,Average,others,1073,Y,1073,0,1,0,2,1,5,0,1
791,60000,Low_Density,9571,NoAccess,Inside,Average,others,1276,Y,1276,0,1,0,3,1,5,0,1
792,154400,Low_Density,9350,NoAccess,Inside,Good,others,747,Y,892,747,1,1,3,1,6,1,1
793,113000,Low_Density,9340,NoAccess,Inside,Poor,others,672,Y,672,0,1,0,2,1,4,0,1
794,125000,Low_Density,7440,NoAccess,Inside,Average,others,1089,Y,1089,0,1,0,3,1,5,1,1
795,84000,Low_Density,11500,NoAccess,CulDSac,Poor,Slab,0,N,845,0,1,0,3,1,5,0,1
796,139500,Low_Density,4235,NoAccess,Inside,Average,others,1049,Y,1049,0,2,0,2,1,5,0,1
797,131000,Low_Density,11409,NoAccess,Inside,Average,others,768,Y,1148,568,1,1,3,1,8,1,1
798,105000,Low_Density,9060,NoAccess,Inside,Good,others,560,Y,698,560,1,0,2,1,6,0,1
799,108000,Low_Density,9084,NoAccess,Inside,Poor,others,755,Y,755,755,1,0,4,1,7,1,1
800,162000,Low_Density,10778,NoAccess,Inside,Good,others,1054,Y,1061,0,1,1,1,1,4,0,2
801,156500,Low_Density,19255,NoAccess,Inside,Good,others,520,Y,1338,0,1,1,2,1,5,1,2
802,316600,Low_Density,12327,NoAccess,Inside,Excellent,others,1496,Y,1496,636,1,1,1,1,5,1,2
803,271900,Low_Density,14684,NoAccess,CulDSac,Good,others,2158,Y,2196,0,2,0,3,1,7,1,3
804,213000,Low_Density,9317,NoAccess,Inside,Good,others,740,Y,1006,769,2,1,3,1,7,1,2
805,239900,Low_Density,10560,NoAccess,Corner,Good,others,1079,Y,1079,800,2,1,3,1,8,1,2
806,239500,Low_Density,9828,NoAccess,Inside,Excellent,others,1128,Y,1142,878,2,1,3,1,8,1,2
807,131000,Low_Density,26400,NoAccess,Front,Average,others,0,Y,1288,728,1,0,4,1,7,1,2
808,118964,Low_Density,7018,NoAccess,Inside,Average,Slab,0,Y,1535,0,2,0,4,2,8,0,2
809,153337,Low_Density,7018,NoAccess,Inside,Average,others,1086,Y,1224,0,0,2,2,2,6,2,2
810,147983,Low_Density,7018,NoAccess,Inside,Average,Slab,0,Y,1114,1114,2,0,6,2,8,0,2
811,118858,Low_Density,7018,NoAccess,Inside,Average,Slab,0,Y,1535,0,2,0,4,2,8,0,2
812,118858,Low_Density,7018,NoAccess,Inside,Average,Slab,0,Y,1535,0,2,0,4,2,8,0,2
813,142953,Low_Density,7018,NoAccess,Inside,Average,Slab,0,Y,1120,1120,2,0,6,2,12,0,2
814,148325,Low_Density,7040,NoAccess,Inside,Average,others,1094,Y,1229,0,0,2,2,2,6,2,2
815,113722,Low_Density,7007,NoAccess,Inside,Average,Slab,0,Y,1513,0,2,0,4,2,8,0,2
816,269500,Low_Density,11855,NoAccess,Inside,Good,others,1168,Y,1168,1619,4,2,6,2,8,2,4
817,269500,Low_Density,7939,NoAccess,Inside,Good,others,1168,Y,1168,1619,4,2,6,2,8,2,4
818,269500,Low_Density,7976,NoAccess,Inside,Good,others,1168,Y,1168,1619,4,2,6,2,8,2,4
819,323262,Low_Density,10933,NoAccess,Inside,Excellent,others,1555,Y,1680,0,1,1,1,1,8,1,3
820,297000,Low_Density,10637,NoAccess,Inside,Excellent,others,1705,Y,1718,0,2,0,3,1,7,1,3
821,295493,Low_Density,10226,NoAccess,Inside,Excellent,others,1622,Y,1630,0,2,0,3,1,8,1,3
822,332000,Low_Density,10816,NoAccess,Inside,Excellent,others,1720,Y,1720,0,2,0,3,1,8,1,3
823,239900,Low_Density,9178,NoAccess,Inside,Excellent,others,1468,Y,1468,0,2,0,3,1,6,1,3
824,212000,Low_Density,10769,NoAccess,Inside,Excellent,others,866,Y,866,902,2,1,3,1,7,0,2
825,272500,Low_Density,11422,NoAccess,Inside,Excellent,others,1838,Y,1838,0,2,0,3,1,7,2,2
826,239000,Low_Density,11923,NoAccess,Corner,Excellent,others,1800,Y,1800,0,2,0,2,1,7,0,2
827,220000,Low_Density,8814,NoAccess,Inside,Good,others,1604,Y,1604,0,2,1,3,1,8,1,2
828,200000,Low_Density,6762,NoAccess,Inside,Good,others,1282,Y,1290,0,2,0,2,1,6,1,2
829,221800,Low_Density,10324,NoAccess,Corner,Excellent,others,1254,Y,1254,0,2,0,2,1,5,0,3
830,194500,Low_Density,7314,NoAccess,Inside,Good,others,1232,Y,1232,0,2,0,2,1,6,0,2
831,237000,Low_Density,11645,NoAccess,Inside,Excellent,others,1498,Y,1498,0,2,0,3,1,7,1,3
832,173000,Low_Density,11646,NoAccess,Inside,Good,others,704,Y,704,718,2,1,3,1,7,1,2
833,275000,Low_Density,12800,NoAccess,Inside,Good,others,1518,Y,1644,0,2,0,2,1,5,1,2
834,233500,Low_Density,16698,NoAccess,CulDSac,Good,others,1449,Y,944,815,2,1,3,1,7,1,2
835,185000,Low_Density,28698,NoAccess,CulDSac,Average,others,1013,Y,1160,966,2,1,3,1,7,0,2
836,152000,Low_Density,12464,NoAccess,Corner,Average,others,1040,Y,1040,0,1,0,3,1,6,0,2
837,143000,Low_Density,9757,NoAccess,Inside,Average,others,990,Y,990,0,1,0,3,1,5,0,1
838,231500,Low_Density,15426,NoAccess,Inside,Good,others,928,Y,928,836,2,1,3,1,7,0,2
839,212000,Low_Density,10667,NoAccess,CulDSac,Good,others,799,Y,827,834,2,1,3,1,6,1,2
840,207000,Low_Density,14753,NoAccess,Inside,Good,others,1463,Y,1463,0,2,0,3,1,5,0,2
841,145000,Low_Density,10859,NoAccess,Corner,Average,others,1097,Y,1097,0,1,1,3,1,6,0,2
842,138000,Low_Density,8072,NoAccess,Inside,Average,others,990,Y,990,0,1,0,3,1,5,0,2
843,197900,Low_Density,10400,NoAccess,Corner,Good,others,866,Y,866,913,2,1,3,1,6,0,2
844,204000,Low_Density,10335,NoAccess,Inside,Good,others,1490,Y,1501,0,2,0,3,1,6,0,2
845,192000,Low_Density,9017,NoAccess,Inside,Good,others,1431,Y,1431,0,2,0,3,1,6,0,2
846,200000,Low_Density,8750,NoAccess,Inside,Good,others,928,Y,928,844,2,1,3,1,7,1,2
847,195000,Low_Density,8935,NoAccess,Inside,Good,others,831,Y,831,829,2,1,3,1,7,0,2
848,227000,Low_Density,9808,NoAccess,Inside,Good,others,1573,Y,1573,0,2,0,3,1,6,0,2
849,230000,Low_Density,12420,NoAccess,Inside,Good,others,944,Y,944,896,2,1,3,1,6,0,2
850,187100,Low_Density,16285,NoAccess,Inside,Good,others,1413,Y,1430,0,2,0,3,1,6,0,2
851,203000,Low_Density,10739,NoAccess,Inside,Good,others,1431,Y,1444,0,2,0,3,1,6,0,2
852,201000,Low_Density,11166,NoAccess,Inside,Good,others,1492,Y,1492,0,2,0,3,1,6,1,2
853,124000,Low_Density,8430,NoAccess,Inside,Average,others,1040,Y,1040,0,2,0,3,1,5,0,0
854,140000,Low_Density,16269,NoAccess,CulDSac,Average,others,907,Y,907,0,1,0,3,1,5,0,1
855,134900,Low_Density,6950,NoAccess,Inside,Average,others,914,Y,914,0,1,0,2,1,5,0,2
856,150500,Low_Density,8800,NoAccess,Inside,Average,others,1040,Y,1040,0,2,0,3,1,5,0,2
857,136500,Low_Density,7000,NoAccess,CulDSac,Average,others,864,Y,864,0,1,0,3,1,6,0,1
858,143500,Low_Density,9286,NoAccess,CulDSac,Average,others,1268,Y,1268,0,1,1,3,1,5,0,1
859,133500,Low_Density,15523,NoAccess,CulDSac,Average,others,864,Y,864,0,1,0,3,1,5,1,1
860,123000,Low_Density,7200,NoAccess,Inside,Average,others,894,Y,894,0,1,0,2,1,6,0,2
861,133900,Low_Density,7200,NoAccess,Inside,Average,others,768,Y,768,0,1,0,2,1,5,0,1
862,133000,Low_Density,8445,NoAccess,Corner,Average,others,768,Y,768,0,1,0,2,1,5,0,2
863,250000,Low_Density,11664,NoAccess,Corner,Good,others,1569,Y,1611,0,2,0,3,1,6,0,3
864,254750,Low_Density,12334,NoAccess,Inside,Excellent,others,1068,Y,1068,1116,2,1,4,1,8,1,2
865,236500,Low_Density,11838,NoAccess,Inside,Excellent,others,1753,Y,1788,0,2,0,3,1,7,1,2
866,261500,Low_Density,11885,NoAccess,Inside,Excellent,others,1299,Y,1299,573,2,1,3,1,7,1,2
867,313000,Low_Density,11050,NoAccess,Inside,Excellent,others,1440,Y,1476,677,2,1,3,1,8,2,3
868,198500,Low_Density,8749,NoAccess,Inside,Good,others,840,Y,840,885,2,1,3,1,6,0,2
869,211000,Low_Density,11250,NoAccess,Corner,Good,others,944,Y,944,926,2,1,3,1,6,0,2
870,220000,Low_Density,15750,NoAccess,Front,Excellent,others,1462,Y,1513,0,2,0,2,1,5,1,2
871,203000,Low_Density,11883,NoAccess,Inside,Good,others,1504,Y,1504,0,2,0,3,1,6,1,2
872,279500,Low_Density,12782,NoAccess,Inside,Excellent,others,1822,Y,1828,0,2,0,3,1,7,1,2
873,210000,Low_Density,8750,NoAccess,Inside,Good,others,1417,Y,1417,0,2,0,3,1,7,1,2
874,219500,Low_Density,9375,NoAccess,Inside,Good,others,1057,Y,1057,977,2,1,3,1,8,0,2
875,191000,Low_Density,8750,NoAccess,Inside,Good,others,880,Y,909,807,2,1,2,1,7,1,2
876,178000,Low_Density,9100,NoAccess,Inside,Good,others,1212,Y,1212,0,2,0,3,1,6,0,2
877,213000,Low_Density,9750,NoAccess,Inside,Good,others,1630,Y,1630,0,2,0,3,1,6,1,2
878,144000,Medium_Density,4435,NoAccess,Inside,Good,others,848,Y,848,0,1,0,1,1,4,0,2
879,140000,Medium_Density,4435,NoAccess,Inside,Good,others,848,Y,848,0,1,0,1,1,4,0,2
880,293200,Low_Density,10200,NoAccess,Inside,Excellent,others,1578,Y,1602,0,2,0,3,1,7,1,3
881,190000,Low_Density,9313,NoAccess,Inside,Good,others,864,Y,864,864,2,1,3,1,7,0,2
882,190000,Low_Density,8487,NoAccess,Front,Good,others,1500,Y,1500,0,2,0,3,1,6,0,2
883,173500,Low_Density,8633,NoAccess,Front,Good,others,738,Y,738,738,2,1,3,1,7,0,2
884,170000,Low_Density,11069,NoAccess,Corner,Good,others,608,Y,608,788,2,1,3,1,6,1,2
885,108000,Low_Density,8777,NoAccess,Inside,Poor,others,0,Y,1126,0,2,0,2,1,5,0,2
886,167000,Low_Density,9937,NoAccess,Corner,Average,others,1486,Y,1486,0,1,0,3,1,7,0,2
887,100000,Low_Density,8877,NoAccess,Inside,Poor,others,816,Y,816,0,1,0,2,1,3,1,1
888,198500,Low_Density,7301,NoAccess,Corner,Good,Slab,0,Y,495,1427,3,0,4,1,7,1,2
889,159500,Low_Density,7950,NoAccess,Corner,Good,others,690,Y,698,728,1,1,3,1,6,0,2
890,127000,Low_Density,10682,NoAccess,Inside,Poor,others,1014,Y,1149,0,1,0,3,1,7,0,1
891,125000,Low_Density,7200,NoAccess,Inside,Good,others,1041,Y,1125,0,1,0,3,1,6,1,1
892,320000,Low_Density,13286,NoAccess,Inside,Excellent,others,1698,Y,1698,0,2,0,3,1,8,1,3
893,145500,Medium_Density,3675,NoAccess,Inside,Good,Wood,547,Y,1072,0,1,0,2,1,5,0,2
894,118000,Low_Density,9405,NoAccess,Inside,Average,others,698,Y,698,0,1,0,2,1,4,0,0
895,85000,Low_Density,6410,NoAccess,Inside,Poor,others,876,Y,876,0,1,0,3,1,5,0,1
896,120000,Low_Density,11767,NoAccess,Inside,Average,others,1078,Y,1368,0,1,0,3,1,6,0,1
897,98000,Low_Density,8405,NoAccess,Inside,Poor,Slab,0,N,1088,441,2,0,4,1,9,0,1
898,99900,Low_Density,4060,NoAccess,Corner,Average,others,864,Y,864,0,1,0,2,1,4,0,0
899,82000,Low_Density,10206,NoAccess,Corner,Average,Slab,0,N,944,0,1,0,2,1,4,0,2
900,119900,Low_Density,10926,NoAccess,Inside,Average,others,1678,Y,1678,0,2,0,6,2,10,0,0
901,103500,Low_Density,11767,NoAccess,Inside,Average,others,1150,Y,1560,0,1,0,2,1,7,1,1
902,112000,Low_Density,8926,NoAccess,Corner,Poor,others,672,Y,960,0,1,0,3,1,5,0,1
903,110000,Low_Density,12354,Gravel,Corner,Good,others,684,Y,684,512,1,0,3,1,7,0,2
904,122000,Low_Density,8212,Gravel,Inside,Average,others,720,Y,854,444,1,0,3,1,6,2,1
905,117000,Low_Density,10998,Gravel,Inside,Average,others,984,Y,984,620,2,0,3,1,6,0,2
906,160000,High_Density,6300,Paved,Corner,Average,others,832,Y,832,436,1,1,3,1,7,2,1
907,159434,High_Density,4500,Paved,Inside,Average,others,793,Y,848,672,1,0,3,1,6,0,1
908,60000,Low_Density,8400,NoAccess,Inside,Poor,others,290,N,438,0,1,0,1,1,3,0,1
909,139500,Low_Density,9900,NoAccess,Inside,Good,others,778,Y,944,545,2,0,3,1,7,1,1
910,197000,Low_Density,15863,NoAccess,Corner,Good,others,824,Y,1687,998,2,1,5,1,12,2,2
911,105000,Low_Density,5707,NoAccess,Inside,Good,others,583,Y,647,595,1,1,3,1,6,1,1
912,135000,Low_Density,7804,NoAccess,Inside,Poor,others,1122,Y,1328,653,2,0,4,1,7,2,2
913,147500,Low_Density,8574,NoAccess,Inside,Good,others,816,Y,1232,0,1,0,3,1,6,1,2
914,137450,Low_Density,6171,NoAccess,Inside,Good,others,976,Y,1160,448,2,1,3,1,7,1,1
915,155000,Low_Density,7200,NoAccess,Inside,Good,others,560,Y,575,560,1,0,3,1,6,0,2
916,177000,Low_Density,7558,NoAccess,Inside,Good,others,896,Y,1172,741,1,1,3,1,9,1,2
917,145000,Low_Density,6292,NoAccess,Inside,Good,others,861,Y,877,600,2,0,3,1,6,1,1
918,137000,Low_Density,7155,NoAccess,Inside,Good,others,600,Y,628,600,1,0,3,1,6,1,1
919,234000,Low_Density,10918,NoAccess,Inside,Good,others,1276,Y,1276,804,1,1,3,1,9,2,1
920,205000,Low_Density,13680,NoAccess,Inside,Average,others,840,Y,840,727,1,1,2,1,6,2,2
921,177500,Low_Density,7500,NoAccess,Inside,Good,others,771,Y,753,741,1,0,3,1,7,2,1
922,160000,Low_Density,9600,NoAccess,Inside,Average,others,728,Y,976,332,1,1,2,1,7,2,1
923,155000,Low_Density,14680,Gravel,Inside,Average,others,1273,Y,1273,0,1,0,2,1,5,0,1
924,163500,Low_Density,13360,Gravel,Inside,Average,others,876,Y,964,0,1,0,2,1,5,0,2
925,154900,Low_Density,7681,NoAccess,Front,Average,others,731,Y,820,523,1,1,3,1,7,1,1
926,205000,Low_Density,8145,NoAccess,Corner,Good,others,920,Y,1240,1240,2,1,5,2,13,2,2
927,144800,Low_Density,9100,NoAccess,Inside,Average,others,1112,Y,1112,0,1,0,2,1,6,1,1
928,174500,Low_Density,12000,NoAccess,Inside,Good,others,704,Y,860,704,1,1,3,1,7,1,1
929,193000,Low_Density,13339,NoAccess,Inside,Good,others,1561,Y,1561,0,2,0,3,1,6,1,2
930,158000,Low_Density,15600,NoAccess,Inside,Average,others,1067,N,986,537,2,0,3,1,7,1,1
931,158500,Low_Density,14000,NoAccess,Inside,Good,others,1092,Y,1152,0,1,0,3,1,6,1,1
932,224000,Low_Density,17500,NoAccess,Corner,Good,others,1310,Y,1906,0,1,1,3,1,6,2,2
933,115000,Medium_Density,1733,NoAccess,Inside,Good,others,516,Y,516,516,1,0,2,1,5,1,2
934,137000,Medium_Density,1488,NoAccess,Inside,Good,others,561,Y,561,668,1,1,2,1,5,1,2
935,121000,Medium_Density,1612,NoAccess,Inside,Good,others,561,Y,561,668,1,1,2,1,5,1,2
936,124000,Medium_Density,1300,NoAccess,Inside,Good,others,561,Y,561,668,1,1,2,1,5,1,2
937,208000,Low_Density,13607,NoAccess,Inside,Good,others,572,Y,1182,800,2,1,3,1,6,1,2
938,315000,Low_Density,17597,NoAccess,Inside,Good,others,1803,Y,2365,0,2,0,3,1,7,2,2
939,222000,Low_Density,21695,NoAccess,Corner,Good,others,880,Y,1680,0,2,0,3,1,5,1,2
940,147000,Medium_Density,10690,NoAccess,Inside,Average,others,672,Y,672,672,1,0,3,1,6,0,1
941,123000,Medium_Density,8660,NoAccess,Inside,Average,others,760,N,928,928,2,0,5,1,11,0,2
942,78000,Medium_Density,6402,NoAccess,Corner,Average,others,596,N,596,596,1,0,3,1,6,0,1
945,230000,Medium_Density,3843,NoAccess,Inside,Excellent,others,1596,Y,1648,0,2,0,2,1,5,1,2
947,251000,Low_Density,10125,NoAccess,Inside,Excellent,others,1107,Y,1040,1012,2,1,3,1,7,1,3
948,239686,Low_Density,12822,NoAccess,CulDSac,Good,others,1434,Y,1518,631,1,1,1,1,6,1,2
949,240000,Low_Density,12118,NoAccess,CulDSac,Good,others,1710,Y,1710,0,2,0,3,1,7,1,2
950,215000,Low_Density,12209,NoAccess,CulDSac,Good,others,804,Y,804,1157,2,1,3,1,7,1,2
951,156450,Low_Density,9750,NoAccess,Inside,Good,others,902,Y,926,0,1,0,2,1,5,1,1
952,173000,Low_Density,9360,NoAccess,Inside,Good,others,957,Y,1287,0,1,1,2,1,5,2,2
953,126000,Low_Density,10125,NoAccess,Inside,Average,others,0,Y,1302,432,2,0,4,2,8,0,2
954,173000,Low_Density,9947,NoAccess,CulDSac,Good,others,1188,Y,1217,0,2,0,3,1,6,0,2
955,152000,Low_Density,11070,NoAccess,Inside,Average,others,1582,Y,1595,0,2,0,2,1,5,0,2
956,137500,Low_Density,14375,NoAccess,CulDSac,Good,others,819,Y,1344,0,1,0,3,1,7,1,2
957,375000,Low_Density,215245,NoAccess,Inside,Good,others,2136,Y,2036,0,2,0,3,1,8,2,2
958,315500,Low_Density,12898,NoAccess,Inside,Excellent,others,1620,Y,1620,0,2,0,2,1,6,1,3
959,224500,Low_Density,13159,NoAccess,Corner,Good,others,846,Y,846,846,2,1,3,1,6,0,2
960,410000,Low_Density,13438,NoAccess,Corner,Excellent,others,2190,Y,2036,0,2,0,3,1,9,1,3
961,316500,Low_Density,14463,NoAccess,Corner,Excellent,others,1641,Y,1641,0,2,0,3,1,7,0,3
962,201000,Low_Density,8925,NoAccess,Inside,Excellent,others,1466,Y,1466,0,2,0,3,1,7,0,3
963,175000,Low_Density,11457,NoAccess,Corner,Good,others,1392,Y,1412,0,2,0,3,1,6,1,2
964,204000,Low_Density,9839,NoAccess,CulDSac,Good,others,712,Y,1375,862,2,1,3,1,7,1,2
965,213500,Low_Density,14419,NoAccess,Corner,Good,others,1645,Y,1479,0,2,1,3,1,7,1,2
966,220000,Low_Density,6853,NoAccess,Inside,Excellent,others,1267,Y,1296,0,2,0,2,1,6,0,2
967,170000,Low_Density,9157,NoAccess,Corner,Good,others,912,Y,1072,942,2,1,3,1,9,0,2
968,315000,Low_Density,14601,NoAccess,Inside,Excellent,others,1838,Y,1838,0,2,0,2,1,8,1,3
969,425000,Low_Density,12633,NoAccess,Inside,Excellent,others,1978,Y,1978,0,2,0,2,1,7,1,3
970,139500,Low_Density,12518,NoAccess,Inside,Average,others,1008,Y,1008,0,1,0,3,1,6,0,1
971,115000,Low_Density,21750,NoAccess,Inside,Average,Slab,0,Y,1771,0,1,0,3,1,9,1,2
972,162000,Medium_Density,4500,NoAccess,Front,Good,others,1204,Y,1204,0,2,0,2,1,5,0,2
973,165000,Medium_Density,4500,NoAccess,Front,Good,others,1224,Y,1224,0,2,0,2,1,5,0,2
974,91000,Medium_Density,1596,NoAccess,Inside,Poor,others,462,Y,526,462,1,0,2,1,5,0,1
975,130000,Low_Density,9858,NoAccess,Inside,Average,others,864,Y,874,0,1,0,3,1,5,0,1
976,86000,Medium_Density,1526,NoAccess,Inside,Poor,others,630,Y,630,0,1,0,1,1,3,0,1
977,160000,Low_Density,13383,NoAccess,Inside,Average,others,1188,Y,1404,0,2,0,3,1,7,1,2
978,80000,Medium_Density,1477,NoAccess,Inside,Poor,others,630,Y,630,0,1,0,1,1,3,0,1
979,97000,Medium_Density,1533,NoAccess,Inside,Poor,others,546,Y,798,546,1,1,3,1,6,1,0
980,88000,Medium_Density,2217,NoAccess,Inside,Poor,others,546,Y,546,546,1,1,3,1,6,0,1
981,131900,Low_Density,7689,NoAccess,Inside,Average,others,796,Y,796,0,1,0,2,1,4,0,1
982,131250,Low_Density,7706,NoAccess,Inside,Good,others,384,Y,1091,0,1,0,2,1,5,0,1
983,165500,Low_Density,9101,NoAccess,Corner,Average,others,1097,Y,1110,0,1,0,1,1,4,1,2
984,112000,Low_Density,8780,NoAccess,Corner,Average,others,833,Y,833,0,1,0,3,1,5,0,0
985,149000,Low_Density,7669,NoAccess,Inside,Average,others,828,Y,883,0,1,0,2,1,5,1,2
986,143000,Low_Density,14115,NoAccess,Inside,Average,Wood,796,Y,796,566,1,1,1,1,5,0,2
987,130000,Low_Density,10429,NoAccess,Inside,Average,others,624,Y,624,663,1,1,3,1,6,0,2
988,196000,Low_Density,9819,NoAccess,Inside,Good,others,1567,Y,1567,0,2,0,2,1,5,2,2
989,173000,Low_Density,10457,NoAccess,Inside,Average,others,784,Y,784,848,1,1,4,1,7,1,2
990,176500,Low_Density,11029,NoAccess,Corner,Good,others,1184,Y,1414,0,1,0,3,1,6,1,2
991,237500,Low_Density,12925,NoAccess,Corner,Good,others,1205,Y,2117,0,2,1,4,1,7,2,2
992,206900,Low_Density,11075,NoAccess,Inside,Good,others,952,Y,1092,1020,2,1,4,1,9,2,2
993,187500,Low_Density,8702,NoAccess,Inside,Good,others,926,Y,926,678,2,1,3,1,7,1,2
994,165000,Low_Density,8139,NoAccess,Inside,Good,others,680,Y,680,790,2,1,3,1,7,1,2
995,195500,Low_Density,9535,NoAccess,Inside,Good,others,926,Y,926,678,2,1,3,1,7,0,2
996,192000,Low_Density,9042,NoAccess,Inside,Good,others,943,Y,943,695,2,1,3,1,7,2,2
997,173000,Low_Density,15038,NoAccess,Corner,Good,others,916,Y,916,720,2,1,3,1,7,1,2
998,177900,Low_Density,14137,NoAccess,Inside,Average,others,1348,Y,1384,0,2,0,3,1,7,0,2
999,175000,Low_Density,21872,NoAccess,Front,Good,others,729,Y,729,717,2,1,3,1,6,1,2
1000,286000,Low_Density,4923,NoAccess,Inside,Excellent,others,1593,Y,1593,0,1,1,0,1,5,1,2
1001,247900,Low_Density,6264,NoAccess,Corner,Excellent,others,1664,Y,1682,0,1,1,1,1,6,1,2
1002,180000,Low_Density,5395,NoAccess,Inside,Excellent,others,1337,Y,1337,0,2,0,2,1,5,1,2
